gene	spearman	p	q
PRKCD	0.794101	<5.33E-54	<9.64E-54
LACTB2	0.793796	<5.33E-54	<9.64E-54
PIPOX	0.793474	<5.33E-54	<9.64E-54
PLEKHA2	0.793077	<5.33E-54	<9.64E-54
ATP11C	0.793035	<5.33E-54	<9.64E-54
DDX60	0.79262	<5.33E-54	<9.64E-54
STXBP6	0.792566	<5.33E-54	<9.64E-54
PANK4	0.792429	<5.33E-54	<9.64E-54
F11R	0.792369	<5.33E-54	<9.64E-54
GHITM	0.792316	<5.33E-54	<9.64E-54
SLC16A2	0.792211	<5.33E-54	<9.64E-54
EPB41L5	0.792092	<5.33E-54	<9.64E-54
SLC22A7	0.791808	<5.33E-54	<9.64E-54
SLC22A18	0.791647	<5.33E-54	<9.64E-54
APOBEC3F	0.791572	<5.33E-54	<9.64E-54
CD74	0.791486	<5.33E-54	<9.64E-54
MACROD1	0.791342	<5.33E-54	<9.64E-54
QSOX1	0.791333	<5.33E-54	<9.64E-54
NFIC	0.791262	<5.33E-54	<9.64E-54
ALDH1B1	0.790966	<5.33E-54	<9.64E-54
GK	0.790871	<5.33E-54	<9.64E-54
ISG15	0.79059	<5.33E-54	<9.64E-54
WLS	0.790536	<5.33E-54	<9.64E-54
GNAO1	0.78987	<5.33E-54	<9.64E-54
ENAH	0.789853	<5.33E-54	<9.64E-54
CASP6	0.78956	<5.33E-54	<9.64E-54
ANP32E	0.789509	<5.33E-54	<9.64E-54
ATP1B3	0.789491	<5.33E-54	<9.64E-54
PPP1R18	0.789491	<5.33E-54	<9.64E-54
OAS2	0.789414	<5.33E-54	<9.64E-54
TLDC1	0.789348	<5.33E-54	<9.64E-54
RUFY3	0.789282	<5.33E-54	<9.64E-54
SH2D4A	0.788849	<5.33E-54	<9.64E-54
CD44	0.788766	<5.33E-54	<9.64E-54
DDC	0.788691	<5.33E-54	<9.64E-54
HCLS1	0.788455	<5.33E-54	<9.64E-54
PSAT1	0.788097	<5.33E-54	<9.64E-54
NGEF	0.788046	<5.33E-54	<9.64E-54
SEPSECS	0.787969	<5.33E-54	<9.64E-54
FAAH	0.787834	<5.33E-54	<9.64E-54
QPRT	0.787819	<5.33E-54	<9.64E-54
SPIRE1	0.78759	<5.33E-54	<9.64E-54
GLOD5	0.787431	8.21e-35	1.48e-34
TGM2	0.787428	<5.33E-54	<9.64E-54
AADAC	0.787387	<5.33E-54	<9.64E-54
KDELC2	0.787004	<5.33E-54	<9.64E-54
NAGS	0.786966	<5.33E-54	<9.64E-54
NT5DC2	0.786625	<5.33E-54	<9.64E-54
YWHAZ	0.786542	<5.33E-54	<9.64E-54
IFIH1	0.786497	<5.33E-54	<9.64E-54
MAOA	0.786449	<5.33E-54	<9.64E-54
LMO7	0.786291	<5.33E-54	<9.64E-54
MLYCD	0.786234	<5.33E-54	<9.64E-54
CPT1A	0.78607	<5.33E-54	<9.64E-54
GIMAP5	0.785795	<5.33E-54	<9.64E-54
IGFBP2	0.785583	<5.33E-54	<9.64E-54
PHYH	0.785348	<5.33E-54	<9.64E-54
HLA-F	0.785243	<5.33E-54	<9.64E-54
FAH	0.785177	<5.33E-54	<9.64E-54
PDK1	0.785031	<5.33E-54	<9.64E-54
CHKA	0.784735	<5.33E-54	<9.64E-54
MYO7A	0.784556	<5.33E-54	<9.64E-54
POR	0.784527	<5.33E-54	<9.64E-54
FDPS	0.784476	<5.33E-54	<9.64E-54
SLC16A7	0.784413	<5.33E-54	<9.64E-54
SNAP29	0.784398	<5.33E-54	<9.64E-54
CGN	0.784171	<5.33E-54	<9.64E-54
HMOX1	0.78392	<5.33E-54	<9.64E-54
PCSK6	0.783909	<5.33E-54	<9.64E-54
FAM114A1	0.783897	<5.33E-54	<9.64E-54
MSI2	0.78387	<5.33E-54	<9.64E-54
FAHD2A	0.783846	<5.33E-54	<9.64E-54
CROT	0.783667	<5.33E-54	<9.64E-54
ATAD2	0.783491	<5.33E-54	<9.64E-54
SHROOM2	0.783263	3.15e-34	5.69e-34
UGT1A6	0.783037	<5.33E-54	<9.64E-54
OPLAH	0.78301	<5.33E-54	<9.64E-54
BIN1	0.782885	<5.33E-54	<9.64E-54
GLS2	0.782885	<5.33E-54	<9.64E-54
FN3K	0.782613	<5.33E-54	<9.64E-54
SERPINA5	0.782496	<5.33E-54	<9.64E-54
RALGPS2	0.782464	<5.33E-54	<9.64E-54
STAP2	0.782293	<5.33E-54	<9.64E-54
DCXR	0.782216	<5.33E-54	<9.64E-54
CLDN3	0.782198	<5.33E-54	<9.64E-54
SLC4A4	0.782162	<5.33E-54	<9.64E-54
SIRT5	0.782111	<5.33E-54	<9.64E-54
DDI2	0.781831	<5.33E-54	<9.64E-54
PCBD1	0.781658	<5.33E-54	<9.64E-54
CAP2	0.781449	<5.33E-54	<9.64E-54
FAM177A1	0.781362	<5.33E-54	<9.64E-54
PCCA	0.781317	<5.33E-54	<9.64E-54
GORAB	0.780722	7.06e-34	1.27e-33
SERPINB1	0.780589	<5.33E-54	<9.64E-54
TMEM97	0.780475	<5.33E-54	<9.64E-54
CD9	0.780404	<5.33E-54	<9.64E-54
GLRX5	0.780251	<5.33E-54	<9.64E-54
TPD52L2	0.780177	<5.33E-54	<9.64E-54
GBP1	0.78012	<5.33E-54	<9.64E-54
ENO3	0.779642	<5.33E-54	<9.64E-54
NASP	0.779386	<5.33E-54	<9.64E-54
LHPP	0.779054	<5.33E-54	<9.64E-54
GLIPR2	0.778935	<5.33E-54	<9.64E-54
TJP2	0.778827	<5.33E-54	<9.64E-54
EZR	0.778771	<5.33E-54	<9.64E-54
MSH6	0.778681	<5.33E-54	<9.64E-54
TFPI	0.778633	<5.33E-54	<9.64E-54
HLA-DRA	0.778556	<5.33E-54	<9.64E-54
MME	0.77851	1.41e-33	2.55e-33
UGT1A9	0.778409	1.46e-33	2.63e-33
MET	0.778406	<5.33E-54	<9.64E-54
SPTLC3	0.778299	<5.33E-54	<9.64E-54
HMOX2	0.778191	<5.33E-54	<9.64E-54
S100A11	0.77792	<5.33E-54	<9.64E-54
UGT2B10	0.777908	<5.33E-54	<9.64E-54
ACAA1	0.777905	<5.33E-54	<9.64E-54
LIMD2	0.777824	<5.33E-54	<9.64E-54
DNAJB4	0.777045	<5.33E-54	<9.64E-54
PLEKHA4	0.776947	<5.33E-54	<9.64E-54
PAFAH2	0.776567	<5.33E-54	<9.64E-54
ASS1	0.77654	<5.33E-54	<9.64E-54
CTH	0.776463	<5.33E-54	<9.64E-54
LIG1	0.776445	<5.33E-54	<9.64E-54
NMNAT1	0.776418	<5.33E-54	<9.64E-54
NCAPG	0.776379	<5.33E-54	<9.64E-54
ABR	0.776361	<5.33E-54	<9.64E-54
ACACB	0.776236	<5.33E-54	<9.64E-54
LDLRAP1	0.776093	<5.33E-54	<9.64E-54
IDNK	0.775985	<5.33E-54	<9.64E-54
HEBP1	0.775869	<5.33E-54	<9.64E-54
MBNL3	0.775711	<5.33E-54	<9.64E-54
LAP3	0.775606	<5.33E-54	<9.64E-54
PACSIN3	0.77557	<5.33E-54	<9.64E-54
ACMSD	0.775293	<5.33E-54	<9.64E-54
SLC7A2	0.775206	<5.33E-54	<9.64E-54
CYB5A	0.775167	<5.33E-54	<9.64E-54
SFXN2	0.774761	<5.33E-54	<9.64E-54
SLC2A9	0.774731	<5.33E-54	<9.64E-54
FRK	0.774666	<5.33E-54	<9.64E-54
TMPRSS6	0.774645	<5.33E-54	<9.64E-54
CDA	0.774507	<5.33E-54	<9.64E-54
FES	0.774484	<5.33E-54	<9.64E-54
RNPEP	0.774295	<5.33E-54	<9.64E-54
C4A	0.774254	<5.33E-54	<9.64E-54
TPSAB1	0.774207	5.32e-33	9.58e-33
DENND2D	0.774191	<5.33E-54	<9.64E-54
TJP1	0.774188	<5.33E-54	<9.64E-54
PPFIBP2	0.774158	<5.33E-54	<9.64E-54
MTSS1	0.774089	<5.33E-54	<9.64E-54
BASP1	0.773952	<5.33E-54	<9.64E-54
GALK2	0.773907	<5.33E-54	<9.64E-54
BHMT	0.773863	<5.33E-54	<9.64E-54
BZW2	0.773791	<5.33E-54	<9.64E-54
F11	0.773773	<5.33E-54	<9.64E-54
CDH1	0.773749	<5.33E-54	<9.64E-54
KIF13B	0.773686	<5.33E-54	<9.64E-54
PSTPIP2	0.77366	<5.33E-54	<9.64E-54
HSPA2	0.773597	<5.33E-54	<9.64E-54
GSTT2B	0.773499	6.6e-33	1.19e-32
APP	0.773483	<5.33E-54	<9.64E-54
FAM83G	0.773424	<5.33E-54	<9.64E-54
SLC39A5	0.773292	<5.33E-54	<9.64E-54
GCLC	0.77328	<5.33E-54	<9.64E-54
GPC1	0.773257	<5.33E-54	<9.64E-54
CA5A	0.773197	<5.33E-54	<9.64E-54
FABP3	0.773042	<5.33E-54	<9.64E-54
NFIX	0.772946	<5.33E-54	<9.64E-54
NUDT12	0.772776	<5.33E-54	<9.64E-54
NUDT2	0.772737	<5.33E-54	<9.64E-54
PDLIM1	0.772707	<5.33E-54	<9.64E-54
FMNL2	0.772671	<5.33E-54	<9.64E-54
ZAP70	0.772471	<5.33E-54	<9.64E-54
PAPSS2	0.772444	<5.33E-54	<9.64E-54
TBCE	0.772331	<5.33E-54	<9.64E-54
RAB27A	0.772185	<5.33E-54	<9.64E-54
NARS	0.771988	<5.33E-54	<9.64E-54
GOLT1A	0.771934	<5.33E-54	<9.64E-54
PRKCZ	0.771931	<5.33E-54	<9.64E-54
MGAT4B	0.771844	<5.33E-54	<9.64E-54
AKR1B1	0.77168	<5.33E-54	<9.64E-54
CORO1A	0.77145	<5.33E-54	<9.64E-54
SERPINE2	0.77137	<5.33E-54	<9.64E-54
VRK1	0.770859	<5.33E-54	<9.64E-54
LMCD1	0.770856	<5.33E-54	<9.64E-54
AARS	0.770829	<5.33E-54	<9.64E-54
GPT	0.770638	<5.33E-54	<9.64E-54
RFC4	0.770626	<5.33E-54	<9.64E-54
MCM5	0.770579	<5.33E-54	<9.64E-54
ACAT1	0.770459	<5.33E-54	<9.64E-54
UGP2	0.77028	<5.33E-54	<9.64E-54
MYLK	0.770256	<5.33E-54	<9.64E-54
HK2	0.770131	<5.33E-54	<9.64E-54
RIPK2	0.770038	<5.33E-54	<9.64E-54
GSR	0.769889	<5.33E-54	<9.64E-54
HSD3B7	0.769832	<5.33E-54	<9.64E-54
MX1	0.769725	<5.33E-54	<9.64E-54
ARHGAP30	0.769608	<5.33E-54	<9.64E-54
TWF2	0.769122	<5.33E-54	<9.64E-54
P4HA1	0.769086	<5.33E-54	<9.64E-54
GALK1	0.769026	<5.33E-54	<9.64E-54
NFIA	0.768952	<5.33E-54	<9.64E-54
PRKCB	0.768345	<5.33E-54	<9.64E-54
ASGR1	0.768325	<5.33E-54	<9.64E-54
DPYSL2	0.76796	<5.33E-54	<9.64E-54
REXO2	0.767796	<5.33E-54	<9.64E-54
VNN2	0.767578	<5.33E-54	<9.64E-54
CDHR2	0.767527	<5.33E-54	<9.64E-54
ESPN	0.767345	<5.33E-54	<9.64E-54
FLNC	0.767044	<5.33E-54	<9.64E-54
STAT1	0.766608	<5.33E-54	<9.64E-54
EPB41L3	0.766453	<5.33E-54	<9.64E-54
LDHD	0.766402	<5.33E-54	<9.64E-54
DEF6	0.766342	<5.33E-54	<9.64E-54
FDFT1	0.766196	<5.33E-54	<9.64E-54
NSDHL	0.76619	<5.33E-54	<9.64E-54
MDC1	0.766178	<5.33E-54	<9.64E-54
SLC1A4	0.766148	<5.33E-54	<9.64E-54
BHMT2	0.766077	<5.33E-54	<9.64E-54
SVIL	0.765954	<5.33E-54	<9.64E-54
TAPT1	0.765847	<5.33E-54	<9.64E-54
AQP9	0.765745	<5.33E-54	<9.64E-54
DNAJA2	0.765369	<5.33E-54	<9.64E-54
NUDT9	0.765193	<5.33E-54	<9.64E-54
FMO5	0.765118	<5.33E-54	<9.64E-54
ADH1A	0.76505	<5.33E-54	<9.64E-54
NPL	0.765041	<5.33E-54	<9.64E-54
HACL1	0.764805	<5.33E-54	<9.64E-54
ABCG8	0.764658	<5.33E-54	<9.64E-54
GSTP1	0.764641	<5.33E-54	<9.64E-54
INPP1	0.764572	<5.33E-54	<9.64E-54
PNPO	0.764524	<5.33E-54	<9.64E-54
H6PD	0.764291	<5.33E-54	<9.64E-54
HMGCL	0.764291	<5.33E-54	<9.64E-54
ERLIN2	0.764139	<5.33E-54	<9.64E-54
INSR	0.763775	<5.33E-54	<9.64E-54
LPCAT3	0.76376	<5.33E-54	<9.64E-54
NIPSNAP3A	0.763628	<5.33E-54	<9.64E-54
ACAT2	0.763488	<5.33E-54	<9.64E-54
UGT2A3	0.763422	<5.33E-54	<9.64E-54
CPNE1	0.763417	<5.33E-54	<9.64E-54
POSTN	0.763297	<5.33E-54	<9.64E-54
CRP	0.763211	<5.33E-54	<9.64E-54
DNAJC1	0.762766	<5.33E-54	<9.64E-54
MARC2	0.762494	<5.33E-54	<9.64E-54
SNX7	0.762443	<5.33E-54	<9.64E-54
VAT1	0.76233	<5.33E-54	<9.64E-54
GIMAP7	0.76204	<5.33E-54	<9.64E-54
BPHL	0.761969	<5.33E-54	<9.64E-54
GALM	0.761431	<5.33E-54	<9.64E-54
F13A1	0.761273	<5.33E-54	<9.64E-54
LGALSL	0.761168	<5.33E-54	<9.64E-54
FCER1G	0.760664	<5.33E-54	<9.64E-54
COBL	0.760425	<5.33E-54	<9.64E-54
SERPINB9	0.760204	<5.33E-54	<9.64E-54
COTL1	0.760192	<5.33E-54	<9.64E-54
NFATC2	0.760183	<5.33E-54	<9.64E-54
RBP1	0.760088	<5.33E-54	<9.64E-54
ACOT4	0.759473	<5.33E-54	<9.64E-54
HNMT	0.75941	<5.33E-54	<9.64E-54
RGS10	0.759058	<5.33E-54	<9.64E-54
PPA1	0.758977	<5.33E-54	<9.64E-54
ACSM2A	0.758926	<5.33E-54	<9.64E-54
SRI	0.758894	<5.33E-54	<9.64E-54
PGM1	0.75884	<5.33E-54	<9.64E-54
HADHB	0.758661	<5.33E-54	<9.64E-54
DHRS11	0.758649	<5.33E-54	<9.64E-54
PON1	0.758625	<5.33E-54	<9.64E-54
IGF2BP1	0.758428	<5.33E-54	<9.64E-54
PDP1	0.758386	<5.33E-54	<9.64E-54
TTC38	0.758338	<5.33E-54	<9.64E-54
CDIPT	0.75827	<5.33E-54	<9.64E-54
SEMA4G	0.758162	<5.33E-54	<9.64E-54
MCCC2	0.758082	<5.33E-54	<9.64E-54
BCHE	0.757828	<5.33E-54	<9.64E-54
HIP1	0.757819	<5.33E-54	<9.64E-54
SPATS2L	0.757577	<5.33E-54	<9.64E-54
FURIN	0.757544	<5.33E-54	<9.64E-54
TRIP10	0.757529	<5.33E-54	<9.64E-54
MAPRE2	0.757392	<5.33E-54	<9.64E-54
ACO1	0.757326	<5.33E-54	<9.64E-54
LPCAT2	0.757302	<5.33E-54	<9.64E-54
HTT	0.75724	<5.33E-54	<9.64E-54
VCAN	0.75715	<5.33E-54	<9.64E-54
PGD	0.756995	<5.33E-54	<9.64E-54
LYN	0.756968	<5.33E-54	<9.64E-54
GPT2	0.756902	<5.33E-54	<9.64E-54
CKAP4	0.75681	<5.33E-54	<9.64E-54
NMNAT3	0.75664	<5.33E-54	<9.64E-54
TIMP1	0.756637	<5.33E-54	<9.64E-54
PDK4	0.756556	<5.33E-54	<9.64E-54
AEBP1	0.75646	<5.33E-54	<9.64E-54
TKT	0.755941	<5.33E-54	<9.64E-54
MPP1	0.755866	<5.33E-54	<9.64E-54
ZHX2	0.755559	<5.33E-54	<9.64E-54
ITPR2	0.755311	<5.33E-54	<9.64E-54
PDIA5	0.755198	<5.33E-54	<9.64E-54
ITPR3	0.755114	<5.33E-54	<9.64E-54
COL5A1	0.755081	<5.33E-54	<9.64E-54
P2RX4	0.754929	<5.33E-54	<9.64E-54
L3HYPDH	0.754869	<5.33E-54	<9.64E-54
CYP4A11	0.754714	<5.33E-54	<9.64E-54
SEPHS2	0.754568	<5.33E-54	<9.64E-54
SNX30	0.75449	<5.33E-54	<9.64E-54
STARD10	0.75435	<5.33E-54	<9.64E-54
SLFN5	0.754341	<5.33E-54	<9.64E-54
CYP2S1	0.754324	1.7e-30	3.06e-30
USP7	0.754162	<5.33E-54	<9.64E-54
APOA5	0.753708	<5.33E-54	<9.64E-54
FNDC3B	0.753556	<5.33E-54	<9.64E-54
SLC25A15	0.753433	<5.33E-54	<9.64E-54
S100A4	0.753287	<5.33E-54	<9.64E-54
HSDL2	0.752911	<5.33E-54	<9.64E-54
MFSD10	0.752809	<5.33E-54	<9.64E-54
INF2	0.752729	<5.33E-54	<9.64E-54
PSIP1	0.752705	<5.33E-54	<9.64E-54
WARS	0.752693	<5.33E-54	<9.64E-54
CHST13	0.752499	<5.33E-54	<9.64E-54
SFXN1	0.752478	<5.33E-54	<9.64E-54
SGK2	0.752081	<5.33E-54	<9.64E-54
CADM1	0.75203	<5.33E-54	<9.64E-54
ERMP1	0.751926	<5.33E-54	<9.64E-54
TACC1	0.75166	<5.33E-54	<9.64E-54
NUDT6	0.75157	<5.33E-54	<9.64E-54
PLSCR4	0.751499	<5.33E-54	<9.64E-54
HSPH1	0.751478	<5.33E-54	<9.64E-54
TMOD1	0.751472	<5.33E-54	<9.64E-54
SQLE	0.751382	<5.33E-54	<9.64E-54
TFRC	0.751367	<5.33E-54	<9.64E-54
CDK5	0.751099	<5.33E-54	<9.64E-54
ARSA	0.751054	<5.33E-54	<9.64E-54
UBA7	0.750976	<5.33E-54	<9.64E-54
SOD1	0.750964	<5.33E-54	<9.64E-54
RAP1GDS1	0.750102	<5.33E-54	<9.64E-54
PLCXD3	0.750065	5.44e-30	9.78e-30
UNC13B	0.749967	<5.33E-54	<9.64E-54
ANXA6	0.749722	<5.33E-54	<9.64E-54
C1orf198	0.749707	<5.33E-54	<9.64E-54
AMFR	0.74908	<5.33E-54	<9.64E-54
FDXR	0.74906	<5.33E-54	<9.64E-54
ERBB2	0.748815	<5.33E-54	<9.64E-54
OCIAD2	0.748782	<5.33E-54	<9.64E-54
MYO5B	0.748764	<5.33E-54	<9.64E-54
ANXA2	0.748722	<5.33E-54	<9.64E-54
CYP2J2	0.74834	<5.33E-54	<9.64E-54
SLCO1B1	0.748298	<5.33E-54	<9.64E-54
PCK1	0.748289	<5.33E-54	<9.64E-54
FH	0.74817	<5.33E-54	<9.64E-54
GZMK	0.748037	9.39e-30	1.69e-29
HSPA12B	0.747952	<5.33E-54	<9.64E-54
MCM4	0.747821	<5.33E-54	<9.64E-54
AK3	0.7478	<5.33E-54	<9.64E-54
STARD5	0.747779	<5.33E-54	<9.64E-54
ADHFE1	0.747549	<5.33E-54	<9.64E-54
TAPBPL	0.747343	<5.33E-54	<9.64E-54
PALMD	0.747283	<5.33E-54	<9.64E-54
HAO2	0.747164	<5.33E-54	<9.64E-54
ST3GAL1	0.747143	<5.33E-54	<9.64E-54
UCK2	0.747125	<5.33E-54	<9.64E-54
UBA2	0.747107	<5.33E-54	<9.64E-54
PCM1	0.747044	<5.33E-54	<9.64E-54
MBL2	0.746794	<5.33E-54	<9.64E-54
SH3BGRL2	0.746677	<5.33E-54	<9.64E-54
SH3BP1	0.746576	<5.33E-54	<9.64E-54
ENO2	0.74608	<5.33E-54	<9.64E-54
NLE1	0.745817	<5.33E-54	<9.64E-54
ADA	0.745758	<5.33E-54	<9.64E-54
LCP2	0.745543	<5.33E-54	<9.64E-54
CARHSP1	0.745432	<5.33E-54	<9.64E-54
CYP2B6	0.745414	<5.33E-54	<9.64E-54
CA14	0.745298	<5.33E-54	<9.64E-54
SLC27A4	0.74525	<5.33E-54	<9.64E-54
GBP4	0.745161	<5.33E-54	<9.64E-54
HSD17B11	0.74494	<5.33E-54	<9.64E-54
ARFIP1	0.744907	<5.33E-54	<9.64E-54
ISG20	0.744868	<5.33E-54	<9.64E-54
RETSAT	0.744847	<5.33E-54	<9.64E-54
KIAA0319L	0.744832	<5.33E-54	<9.64E-54
RILP	0.744799	<5.33E-54	<9.64E-54
CDHR5	0.74468	<5.33E-54	<9.64E-54
GOLPH3	0.744596	<5.33E-54	<9.64E-54
SASH3	0.744584	<5.33E-54	<9.64E-54
FASN	0.744564	<5.33E-54	<9.64E-54
IFIT2	0.744131	<5.33E-54	<9.64E-54
CYP7B1	0.743966	2.77e-29	4.97e-29
PGM3	0.743937	<5.33E-54	<9.64E-54
HPRT1	0.743898	<5.33E-54	<9.64E-54
DOCK8	0.743435	<5.33E-54	<9.64E-54
ADI1	0.743384	<5.33E-54	<9.64E-54
SRGAP2	0.743163	<5.33E-54	<9.64E-54
WIPI1	0.743154	<5.33E-54	<9.64E-54
PPP1R14A	0.743029	<5.33E-54	<9.64E-54
RRAS2	0.742999	<5.33E-54	<9.64E-54
IL4I1	0.742979	3.58e-29	6.44e-29
ADD3	0.742811	<5.33E-54	<9.64E-54
COL1A2	0.742519	<5.33E-54	<9.64E-54
FMR1	0.742399	<5.33E-54	<9.64E-54
RHEB	0.742259	<5.33E-54	<9.64E-54
VWA8	0.742124	<5.33E-54	<9.64E-54
PANK1	0.74188	<5.33E-54	<9.64E-54
MAD2L1	0.741468	<5.33E-54	<9.64E-54
CSTA	0.741336	<5.33E-54	<9.64E-54
SIK2	0.741235	<5.33E-54	<9.64E-54
HSPA9	0.740999	<5.33E-54	<9.64E-54
NAPA	0.740999	<5.33E-54	<9.64E-54
OXNAD1	0.740966	<5.33E-54	<9.64E-54
MYH11	0.740963	<5.33E-54	<9.64E-54
PLCL2	0.740811	<5.33E-54	<9.64E-54
IDUA	0.740778	<5.33E-54	<9.64E-54
FAM50A	0.740715	<5.33E-54	<9.64E-54
USP4	0.740497	<5.33E-54	<9.64E-54
STOM	0.74036	<5.33E-54	<9.64E-54
SUGT1	0.740253	<5.33E-54	<9.64E-54
ACOT7	0.740217	<5.33E-54	<9.64E-54
COPG2	0.74005	<5.33E-54	<9.64E-54
NFKB2	0.739945	<5.33E-54	<9.64E-54
IDH2	0.739939	<5.33E-54	<9.64E-54
MAPKAPK2	0.739915	<5.33E-54	<9.64E-54
CDK2	0.73967	<5.33E-54	<9.64E-54
PRODH	0.739515	<5.33E-54	<9.64E-54
EHBP1	0.73913	<5.33E-54	<9.64E-54
SLC43A3	0.738882	<5.33E-54	<9.64E-54
MYO1D	0.738712	<5.33E-54	<9.64E-54
DNAJA3	0.738658	<5.33E-54	<9.64E-54
SLC35F6	0.738653	1.1e-28	1.97e-28
TMEM165	0.738575	<5.33E-54	<9.64E-54
GIMAP8	0.738545	<5.33E-54	<9.64E-54
ATP7B	0.73836	<5.33E-54	<9.64E-54
SLC39A11	0.738249	<5.33E-54	<9.64E-54
CHMP7	0.738181	<5.33E-54	<9.64E-54
ZNF512	0.737954	<5.33E-54	<9.64E-54
CPT2	0.737497	<5.33E-54	<9.64E-54
NUDC	0.737494	<5.33E-54	<9.64E-54
ALOX5	0.737467	<5.33E-54	<9.64E-54
SCPEP1	0.73744	<5.33E-54	<9.64E-54
SCAMP3	0.737413	<5.33E-54	<9.64E-54
NUDT7	0.737387	<5.33E-54	<9.64E-54
LBR	0.737237	<5.33E-54	<9.64E-54
WWP1	0.737139	<5.33E-54	<9.64E-54
MAPRE3	0.737136	<5.33E-54	<9.64E-54
ACADS	0.737085	<5.33E-54	<9.64E-54
TPST1	0.737076	<5.33E-54	<9.64E-54
MYH14	0.737046	<5.33E-54	<9.64E-54
PLOD2	0.736951	<5.33E-54	<9.64E-54
ATP2B1	0.736939	<5.33E-54	<9.64E-54
CNDP2	0.736825	<5.33E-54	<9.64E-54
AMT	0.736706	<5.33E-54	<9.64E-54
SMOC1	0.7367	<5.33E-54	<9.64E-54
DDT	0.736682	<5.33E-54	<9.64E-54
NMRAL1	0.736488	<5.33E-54	<9.64E-54
PLIN1	0.736231	<5.33E-54	<9.64E-54
SLC38A4	0.736079	<5.33E-54	<9.64E-54
GALNT2	0.736061	<5.33E-54	<9.64E-54
TK2	0.736061	<5.33E-54	<9.64E-54
AIF1	0.735994	2.16e-28	3.89e-28
SPN	0.735977	<5.33E-54	<9.64E-54
ABCC6	0.735957	<5.33E-54	<9.64E-54
NUDT4	0.73578	<5.33E-54	<9.64E-54
RGN	0.735712	<5.33E-54	<9.64E-54
CC2D1A	0.735604	<5.33E-54	<9.64E-54
DDAH2	0.735527	<5.33E-54	<9.64E-54
HOGA1	0.735455	<5.33E-54	<9.64E-54
ENO1	0.735413	<5.33E-54	<9.64E-54
SCRN2	0.735383	<5.33E-54	<9.64E-54
TPPP3	0.735112	<5.33E-54	<9.64E-54
MCEE	0.735019	<5.33E-54	<9.64E-54
SEPT6	0.735007	<5.33E-54	<9.64E-54
ATP6V1B2	0.734995	<5.33E-54	<9.64E-54
TSTD1	0.73495	<5.33E-54	<9.64E-54
CWF19L1	0.734825	<5.33E-54	<9.64E-54
DHRS4	0.734798	<5.33E-54	<9.64E-54
GSDMD	0.734419	<5.33E-54	<9.64E-54
FAF1	0.734324	<5.33E-54	<9.64E-54
ENPEP	0.734312	<5.33E-54	<9.64E-54
TUBA4A	0.734106	<5.33E-54	<9.64E-54
PUS7	0.733837	<5.33E-54	<9.64E-54
FECH	0.733691	<5.33E-54	<9.64E-54
HPR	0.733661	<5.33E-54	<9.64E-54
GOLPH3L	0.733604	<5.33E-54	<9.64E-54
NPM3	0.733485	<5.33E-54	<9.64E-54
ATPAF1	0.733482	<5.33E-54	<9.64E-54
TMOD2	0.733434	<5.33E-54	<9.64E-54
MPC1	0.733407	<5.33E-54	<9.64E-54
DCN	0.733144	<5.33E-54	<9.64E-54
SLC25A13	0.733082	<5.33E-54	<9.64E-54
STK3	0.732902	<5.33E-54	<9.64E-54
FAM129A	0.732855	<5.33E-54	<9.64E-54
CIDEB	0.732723	<5.33E-54	<9.64E-54
ACY3	0.732646	<5.33E-54	<9.64E-54
PSMB10	0.73264	<5.33E-54	<9.64E-54
RAB20	0.732583	<5.33E-54	<9.64E-54
ARHGAP12	0.732508	<5.33E-54	<9.64E-54
SRCIN1	0.732508	<5.33E-54	<9.64E-54
VAV1	0.732493	<5.33E-54	<9.64E-54
SLC25A24	0.732437	<5.33E-54	<9.64E-54
LDHA	0.732171	<5.33E-54	<9.64E-54
TMEM245	0.73204	<5.33E-54	<9.64E-54
PODXL	0.731878	<5.33E-54	<9.64E-54
PPP1R3G	0.731449	<5.33E-54	<9.64E-54
SLC6A1	0.731246	<5.33E-54	<9.64E-54
SIGLEC1	0.731117	<5.33E-54	<9.64E-54
HMGN1	0.731028	<5.33E-54	<9.64E-54
PEA15	0.730878	<5.33E-54	<9.64E-54
UBFD1	0.730625	<5.33E-54	<9.64E-54
PFKP	0.730533	8.49e-28	1.53e-27
AUH	0.730421	8.73e-28	1.57e-27
RAPH1	0.730359	<5.33E-54	<9.64E-54
ACOT1	0.730284	<5.33E-54	<9.64E-54
ABHD2	0.730222	<5.33E-54	<9.64E-54
TNFAIP8	0.729986	<5.33E-54	<9.64E-54
TTPAL	0.729478	<5.33E-54	<9.64E-54
NUBPL	0.729383	<5.33E-54	<9.64E-54
AGMO	0.729353	<5.33E-54	<9.64E-54
DUSP23	0.729254	<5.33E-54	<9.64E-54
FKBP4	0.729156	<5.33E-54	<9.64E-54
DSC2	0.729066	<5.33E-54	<9.64E-54
MAGED2	0.729006	<5.33E-54	<9.64E-54
RAP2B	0.728777	<5.33E-54	<9.64E-54
BRD3	0.728762	<5.33E-54	<9.64E-54
KANK1	0.728645	<5.33E-54	<9.64E-54
LYAR	0.728636	<5.33E-54	<9.64E-54
RASAL3	0.728559	<5.33E-54	<9.64E-54
LILRB5	0.728505	<5.33E-54	<9.64E-54
RAB17	0.72832	<5.33E-54	<9.64E-54
GLS	0.728245	<5.33E-54	<9.64E-54
